LRcode,leerresultaten,LDcode,leerdoelen,niveau,niveau_omschrijving,OLOD
B_TI_202,"De student kan complexe IT-oplossingen efficiënt en autonoom installeren, configureren, beveiligen, onderhouden en aanpassen zodat ze blijven beantwoorden aan de veranderende behoeften.",B_TIN_D_00165,"Kan de werking van ‚""packet-switched"" netwerken zoals het Internet toelichten.",WI,Weten inzien,Computer Networks I   (VC)
B_TI_202,"De student kan complexe IT-oplossingen efficiënt en autonoom installeren, configureren, beveiligen, onderhouden en aanpassen zodat ze blijven beantwoorden aan de veranderende behoeften.",B_TIN_D_00166,Kan de werking van de belangrijkste netwerkprotocollen van de TCP/IP protocolfamilie toelichten.,WI,Weten inzien,Computer Networks I   (TI)
B_TI_202,"De student kan complexe IT-oplossingen efficiënt en autonoom installeren, configureren, beveiligen, onderhouden en aanpassen zodat ze blijven beantwoorden aan de veranderende behoeften.",B_TIN_D_00166,Kan de werking van de belangrijkste netwerkprotocollen van de TCP/IP protocolfamilie toelichten.,WI,Weten inzien,Computer Networks I   (TIAO)
B_TI_202,"De student kan complexe IT-oplossingen efficiënt en autonoom installeren, configureren, beveiligen, onderhouden en aanpassen zodat ze blijven beantwoorden aan de veranderende behoeften.",B_TIN_D_00166,Kan de werking van de belangrijkste netwerkprotocollen van de TCP/IP protocolfamilie toelichten.,WI,Weten inzien,Computer Networks I   (VC)
B_TI_202,"De student kan complexe IT-oplossingen efficiënt en autonoom installeren, configureren, beveiligen, onderhouden en aanpassen zodat ze blijven beantwoorden aan de veranderende behoeften.",B_TIN_D_00167,Kan de werking van een it-systeem opvolgen met een logging- of monitoringsysteem om defecten te detecteren en de oorzaak op te sporen.,IN,Integreren,Infrastructure Automation   (TI)
B_TI_202,"De student kan complexe IT-oplossingen efficiënt en autonoom installeren, configureren, beveiligen, onderhouden en aanpassen zodat ze blijven beantwoorden aan de veranderende behoeften.",B_TIN_D_00167,Kan de werking van een it-systeem opvolgen met een logging- of monitoringsysteem om defecten te detecteren en de oorzaak op te sporen.,IN,Integreren,Infrastructure Automation   (TIAO)
B_TI_202,"De student kan complexe IT-oplossingen efficiënt en autonoom installeren, configureren, beveiligen, onderhouden en aanpassen zodat ze blijven beantwoorden aan de veranderende behoeften.",B_TIN_D_00170,Kan de werking van verschillende gangbare soorten computers en de belangrijkste hardwarecomponenten toelichten.,WI,Weten inzien,Computer Systems   (TI)
B_TI_202,"De student kan complexe IT-oplossingen efficiënt en autonoom installeren, configureren, beveiligen, onderhouden en aanpassen zodat ze blijven beantwoorden aan de veranderende behoeften.",B_TIN_D_00170,Kan de werking van verschillende gangbare soorten computers en de belangrijkste hardwarecomponenten toelichten.,WI,Weten inzien,Computer Systems   (TIAO)
B_TI_202,"De student kan complexe IT-oplossingen efficiënt en autonoom installeren, configureren, beveiligen, onderhouden en aanpassen zodat ze blijven beantwoorden aan de veranderende behoeften.",B_TIN_D_00170,Kan de werking van verschillende gangbare soorten computers en de belangrijkste hardwarecomponenten toelichten.,WI,Weten inzien,Computer Systems   (VC)
B_TI_202,"De student kan complexe IT-oplossingen efficiënt en autonoom installeren, configureren, beveiligen, onderhouden en aanpassen zodat ze blijven beantwoorden aan de veranderende behoeften.",B_TIN_D_00171,Kan de Z/OS principes weergeven.,WI,Weten inzien,Discover the Mainframe   (TI)
B_TI_202,"De student kan complexe IT-oplossingen efficiënt en autonoom installeren, configureren, beveiligen, onderhouden en aanpassen zodat ze blijven beantwoorden aan de veranderende behoeften.",B_TIN_D_00172,Kan demonstreren hoe een programma wordt gecompileerd en uitgevoerd.,T,Toepassen,Discover the Mainframe   (TI)
B_TI_202,"De student kan complexe IT-oplossingen efficiënt en autonoom installeren, configureren, beveiligen, onderhouden en aanpassen zodat ze blijven beantwoorden aan de veranderende behoeften.",B_TIN_D_00195,Kan een complexe schakeling van logische poorten analyseren.,T,Toepassen,IT Fundamentals   (TI)
B_TI_202,"De student kan complexe IT-oplossingen efficiënt en autonoom installeren, configureren, beveiligen, onderhouden en aanpassen zodat ze blijven beantwoorden aan de veranderende behoeften.",B_TIN_D_00195,Kan een complexe schakeling van logische poorten analyseren.,T,Toepassen,IT Fundamentals   (TIAO)
B_TI_202,"De student kan complexe IT-oplossingen efficiënt en autonoom installeren, configureren, beveiligen, onderhouden en aanpassen zodat ze blijven beantwoorden aan de veranderende behoeften.",B_TIN_D_00195,Kan een complexe schakeling van logische poorten analyseren.,T,Toepassen,IT Fundamentals   (VC)
B_TI_202,"De student kan complexe IT-oplossingen efficiënt en autonoom installeren, configureren, beveiligen, onderhouden en aanpassen zodat ze blijven beantwoorden aan de veranderende behoeften.",B_TIN_D_00195,Kan een complexe schakeling van logische poorten analyseren.,T,Toepassen,IT2Business   (TI)
B_TI_202,"De student kan complexe IT-oplossingen efficiënt en autonoom installeren, configureren, beveiligen, onderhouden en aanpassen zodat ze blijven beantwoorden aan de veranderende behoeften.",B_TIN_D_00200,"Kan een eenvoudig netwerk (apparatuur, adressering) plannen op basis van requirements en een proof-of-concept opzetten in een simulatie.",T,Toepassen,System Engineering Lab   (TI)
B_TI_202,"De student kan complexe IT-oplossingen efficiënt en autonoom installeren, configureren, beveiligen, onderhouden en aanpassen zodat ze blijven beantwoorden aan de veranderende behoeften.",B_TIN_D_00200,"Kan een eenvoudig netwerk (apparatuur, adressering) plannen op basis van requirements en een proof-of-concept opzetten in een simulatie.",T,Toepassen,System Engineering Lab   (TIAO)
B_TI_202,"De student kan complexe IT-oplossingen efficiënt en autonoom installeren, configureren, beveiligen, onderhouden en aanpassen zodat ze blijven beantwoorden aan de veranderende behoeften.",B_TIN_D_00200,"Kan een eenvoudig netwerk (apparatuur, adressering) plannen op basis van requirements en een proof-of-concept opzetten in een simulatie.",T,Toepassen,System Engineering Lab   (VC)
B_TI_202,"De student kan complexe IT-oplossingen efficiënt en autonoom installeren, configureren, beveiligen, onderhouden en aanpassen zodat ze blijven beantwoorden aan de veranderende behoeften.",B_TIN_D_00230,"Kan een Linux-systeem afdoende beschermen tegen de meest courante beveiligingsrisico's (hardening): SELinux, firewall-configuratie, permissies, sshd, ...",T,Toepassen,Linux   (TI)
B_TI_202,"De student kan complexe IT-oplossingen efficiënt en autonoom installeren, configureren, beveiligen, onderhouden en aanpassen zodat ze blijven beantwoorden aan de veranderende behoeften.",B_TIN_D_00230,"Kan een Linux-systeem afdoende beschermen tegen de meest courante beveiligingsrisico's (hardening): SELinux, firewall-configuratie, permissies, sshd, ...",T,Toepassen,Linux   (TIAO)
B_TI_202,"De student kan complexe IT-oplossingen efficiënt en autonoom installeren, configureren, beveiligen, onderhouden en aanpassen zodat ze blijven beantwoorden aan de veranderende behoeften.",B_TIN_D_00240,Kan een paar praktische implementaties van versiebeheer toelichten.,WI,Weten inzien,Work-based Learning Mainframe System Administration   (TI)
B_TI_202,"De student kan complexe IT-oplossingen efficiënt en autonoom installeren, configureren, beveiligen, onderhouden en aanpassen zodat ze blijven beantwoorden aan de veranderende behoeften.",B_TIN_D_00242,Kan een parallel sysplex architectuur bespreken.,WI,Weten inzien,Work-based Learning Mainframe System Administration   (TI)
B_TI_202,"De student kan complexe IT-oplossingen efficiënt en autonoom installeren, configureren, beveiligen, onderhouden en aanpassen zodat ze blijven beantwoorden aan de veranderende behoeften.",B_TIN_D_00251,Kan een risico-analyse uitvoeren om de belangrijkste beveiligingsproblemen in een it-systeem op te sporen en advies geven om het doelmatig te beveiligen.,IN,Integreren,Cybersecurity Advanced   (TI)
B_TI_202,"De student kan complexe IT-oplossingen efficiënt en autonoom installeren, configureren, beveiligen, onderhouden en aanpassen zodat ze blijven beantwoorden aan de veranderende behoeften.",B_TIN_D_00251,Kan een risico-analyse uitvoeren om de belangrijkste beveiligingsproblemen in een it-systeem op te sporen en advies geven om het doelmatig te beveiligen.,IN,Integreren,Cybersecurity Advanced   (TIAO)
B_TI_202,"De student kan complexe IT-oplossingen efficiënt en autonoom installeren, configureren, beveiligen, onderhouden en aanpassen zodat ze blijven beantwoorden aan de veranderende behoeften.",B_TIN_D_00256,Kan een testplan opstellen dat aantoont in hoeverre de opgezette systemen voldoen aan de specificaties.,T,Toepassen,System Engineering Project   (TI)
B_TI_202,"De student kan complexe IT-oplossingen efficiënt en autonoom installeren, configureren, beveiligen, onderhouden en aanpassen zodat ze blijven beantwoorden aan de veranderende behoeften.",B_TIN_D_00256,Kan een testplan opstellen dat aantoont in hoeverre de opgezette systemen voldoen aan de specificaties.,T,Toepassen,System Engineering Project   (TIAO)
B_TI_202,"De student kan complexe IT-oplossingen efficiënt en autonoom installeren, configureren, beveiligen, onderhouden en aanpassen zodat ze blijven beantwoorden aan de veranderende behoeften.",B_TIN_D_00266,Kan een virtuele machine installeren en configureren op de eigen pc.,WI,Weten inzien,Linux for Data Scientists   (TI)
B_TI_202,"De student kan complexe IT-oplossingen efficiënt en autonoom installeren, configureren, beveiligen, onderhouden en aanpassen zodat ze blijven beantwoorden aan de veranderende behoeften.",B_TIN_D_00266,Kan een virtuele machine installeren en configureren op de eigen pc.,WI,Weten inzien,Linux for Data Scientists   (TIAO)
B_TI_202,"De student kan complexe IT-oplossingen efficiënt en autonoom installeren, configureren, beveiligen, onderhouden en aanpassen zodat ze blijven beantwoorden aan de veranderende behoeften.",B_TIN_D_00266,Kan een virtuele machine installeren en configureren op de eigen pc.,WI,Weten inzien,Linux for Data Scientists   (VC)
B_TI_202,"De student kan complexe IT-oplossingen efficiënt en autonoom installeren, configureren, beveiligen, onderhouden en aanpassen zodat ze blijven beantwoorden aan de veranderende behoeften.",B_TIN_D_00266,Kan een virtuele machine installeren en configureren op de eigen pc.,WI,Weten inzien,Operating Systems    (TI)
B_TI_202,"De student kan complexe IT-oplossingen efficiënt en autonoom installeren, configureren, beveiligen, onderhouden en aanpassen zodat ze blijven beantwoorden aan de veranderende behoeften.",B_TIN_D_00266,Kan een virtuele machine installeren en configureren op de eigen pc.,WI,Weten inzien,Operating Systems    (TIAO)
B_TI_202,"De student kan complexe IT-oplossingen efficiënt en autonoom installeren, configureren, beveiligen, onderhouden en aanpassen zodat ze blijven beantwoorden aan de veranderende behoeften.",B_TIN_D_00266,Kan een virtuele machine installeren en configureren op de eigen pc.,WI,Weten inzien,Operating Systems    (VC)
B_TI_202,"De student kan complexe IT-oplossingen efficiënt en autonoom installeren, configureren, beveiligen, onderhouden en aanpassen zodat ze blijven beantwoorden aan de veranderende behoeften.",B_TIN_D_00277,Kan eenvoudige batchprogramma's schrijven.,T,Toepassen,Discover the Mainframe   (TI)
B_TI_202,"De student kan complexe IT-oplossingen efficiënt en autonoom installeren, configureren, beveiligen, onderhouden en aanpassen zodat ze blijven beantwoorden aan de veranderende behoeften.",B_TIN_D_00278,"Kan eenvoudige jobs coderen, aanpassen en bespreken in JCL.",T,Toepassen,Discover the Mainframe   (TI)
B_TI_202,"De student kan complexe IT-oplossingen efficiënt en autonoom installeren, configureren, beveiligen, onderhouden en aanpassen zodat ze blijven beantwoorden aan de veranderende behoeften.",B_TIN_D_00280,"Kan eenvoudige scripts schrijven, aanpassen en bespreken en debuggen m.b.v. REXX.",T,Toepassen,Work-based Learning Mainframe System Administration   (TI)
B_TI_202,"De student kan complexe IT-oplossingen efficiënt en autonoom installeren, configureren, beveiligen, onderhouden en aanpassen zodat ze blijven beantwoorden aan de veranderende behoeften.",B_TIN_D_00292,Kan foutdetecterende/verbeterende code(s) toepassen.,T,Toepassen,IT Fundamentals   (TI)
B_TI_202,"De student kan complexe IT-oplossingen efficiënt en autonoom installeren, configureren, beveiligen, onderhouden en aanpassen zodat ze blijven beantwoorden aan de veranderende behoeften.",B_TIN_D_00292,Kan foutdetecterende/verbeterende code(s) toepassen.,T,Toepassen,IT Fundamentals   (TIAO)
B_TI_202,"De student kan complexe IT-oplossingen efficiënt en autonoom installeren, configureren, beveiligen, onderhouden en aanpassen zodat ze blijven beantwoorden aan de veranderende behoeften.",B_TIN_D_00292,Kan foutdetecterende/verbeterende code(s) toepassen.,T,Toepassen,IT Fundamentals   (VC)
B_TI_202,"De student kan complexe IT-oplossingen efficiënt en autonoom installeren, configureren, beveiligen, onderhouden en aanpassen zodat ze blijven beantwoorden aan de veranderende behoeften.",B_TIN_D_00292,Kan foutdetecterende/verbeterende code(s) toepassen.,T,Toepassen,IT2Business   (TI)
B_TI_202,"De student kan complexe IT-oplossingen efficiënt en autonoom installeren, configureren, beveiligen, onderhouden en aanpassen zodat ze blijven beantwoorden aan de veranderende behoeften.",B_TIN_D_00296,"Kan gangbare cybersecurity-tools en -technieken (bv. Kali, Metasploit, Wireshark, nmap, ...) gebruiken om beveiligingsproblemen in een it-systeem op te sporen (pentesting).",T,Toepassen,Cybersecurity & Virtualisation   (TI)
B_TI_202,"De student kan complexe IT-oplossingen efficiënt en autonoom installeren, configureren, beveiligen, onderhouden en aanpassen zodat ze blijven beantwoorden aan de veranderende behoeften.",B_TIN_D_00296,"Kan gangbare cybersecurity-tools en -technieken (bv. Kali, Metasploit, Wireshark, nmap, ...) gebruiken om beveiligingsproblemen in een it-systeem op te sporen (pentesting).",T,Toepassen,Cybersecurity & Virtualisation   (TIAO)
B_TI_202,"De student kan complexe IT-oplossingen efficiënt en autonoom installeren, configureren, beveiligen, onderhouden en aanpassen zodat ze blijven beantwoorden aan de veranderende behoeften.",B_TIN_D_00298,"Kan geavanceerde concepten van netwerkbeheer toelichten: VPNs en tunnels, WAN-technologieën, netwerkmonitoringprotocollen.",WI,Weten inzien,Computer Networks IV   (TI)
B_TI_202,"De student kan complexe IT-oplossingen efficiënt en autonoom installeren, configureren, beveiligen, onderhouden en aanpassen zodat ze blijven beantwoorden aan de veranderende behoeften.",B_TIN_D_00298,"Kan geavanceerde concepten van netwerkbeheer toelichten: VPNs en tunnels, WAN-technologieën, netwerkmonitoringprotocollen.",WI,Weten inzien,Computer Networks IV   (TIAO)
B_TI_202,"De student kan complexe IT-oplossingen efficiënt en autonoom installeren, configureren, beveiligen, onderhouden en aanpassen zodat ze blijven beantwoorden aan de veranderende behoeften.",B_TIN_D_00301,"Kan gecentraliseerde Authenticatie/Autorisatie configureren via Active Directory, groepen, group policies, ….",T,Toepassen,Windows Server I   (TI)
B_TI_202,"De student kan complexe IT-oplossingen efficiënt en autonoom installeren, configureren, beveiligen, onderhouden en aanpassen zodat ze blijven beantwoorden aan de veranderende behoeften.",B_TIN_D_00301,"Kan gecentraliseerde Authenticatie/Autorisatie configureren via Active Directory, groepen, group policies, ….",T,Toepassen,Windows Server I   (TIAO)
B_TI_202,"De student kan complexe IT-oplossingen efficiënt en autonoom installeren, configureren, beveiligen, onderhouden en aanpassen zodat ze blijven beantwoorden aan de veranderende behoeften.",B_TIN_D_00303,Kan gegevensverwerkings- en systeembeheertaken op Linux uitvoeren en deze automatiseren met shell scripts.,T,Toepassen,Linux for Data Scientists   (TI)
B_TI_202,"De student kan complexe IT-oplossingen efficiënt en autonoom installeren, configureren, beveiligen, onderhouden en aanpassen zodat ze blijven beantwoorden aan de veranderende behoeften.",B_TIN_D_00303,Kan gegevensverwerkings- en systeembeheertaken op Linux uitvoeren en deze automatiseren met shell scripts.,T,Toepassen,Linux for Data Scientists   (TIAO)
B_TI_202,"De student kan complexe IT-oplossingen efficiënt en autonoom installeren, configureren, beveiligen, onderhouden en aanpassen zodat ze blijven beantwoorden aan de veranderende behoeften.",B_TIN_D_00303,Kan gegevensverwerkings- en systeembeheertaken op Linux uitvoeren en deze automatiseren met shell scripts.,T,Toepassen,Linux for Data Scientists   (VC)
B_TI_202,"De student kan complexe IT-oplossingen efficiënt en autonoom installeren, configureren, beveiligen, onderhouden en aanpassen zodat ze blijven beantwoorden aan de veranderende behoeften.",B_TIN_D_00312,Kan gevorderde concepten van netwerkbeheer toelichten.,IN,Integreren,2TI - keuze Computer Networks II (Ned/Eng)   (TI)
B_TI_202,"De student kan complexe IT-oplossingen efficiënt en autonoom installeren, configureren, beveiligen, onderhouden en aanpassen zodat ze blijven beantwoorden aan de veranderende behoeften.",B_TIN_D_00312,Kan gevorderde concepten van netwerkbeheer toelichten.,IN,Integreren,Computer Networks II   (TI)
B_TI_202,"De student kan complexe IT-oplossingen efficiënt en autonoom installeren, configureren, beveiligen, onderhouden en aanpassen zodat ze blijven beantwoorden aan de veranderende behoeften.",B_TIN_D_00312,Kan gevorderde concepten van netwerkbeheer toelichten.,IN,Integreren,Computer Networks II   (TIAO)
B_TI_202,"De student kan complexe IT-oplossingen efficiënt en autonoom installeren, configureren, beveiligen, onderhouden en aanpassen zodat ze blijven beantwoorden aan de veranderende behoeften.",B_TIN_D_00312,Kan gevorderde concepten van netwerkbeheer toelichten.,IN,Integreren,Computer Networks II (English taught)   (TI)
B_TI_202,"De student kan complexe IT-oplossingen efficiënt en autonoom installeren, configureren, beveiligen, onderhouden en aanpassen zodat ze blijven beantwoorden aan de veranderende behoeften.",B_TIN_D_00312,Kan gevorderde concepten van netwerkbeheer toelichten.,IN,Integreren,Computer Networks III   (TI)
B_TI_202,"De student kan complexe IT-oplossingen efficiënt en autonoom installeren, configureren, beveiligen, onderhouden en aanpassen zodat ze blijven beantwoorden aan de veranderende behoeften.",B_TIN_D_00312,Kan gevorderde concepten van netwerkbeheer toelichten.,IN,Integreren,Computer Networks III   (TIAO)
B_TI_202,"De student kan complexe IT-oplossingen efficiënt en autonoom installeren, configureren, beveiligen, onderhouden en aanpassen zodat ze blijven beantwoorden aan de veranderende behoeften.",B_TIN_D_00313,Kan gevorderde concepten van netwerkbeheer toelichten: QoS.,T,Toepassen,Computer Networks IV   (TI)
B_TI_202,"De student kan complexe IT-oplossingen efficiënt en autonoom installeren, configureren, beveiligen, onderhouden en aanpassen zodat ze blijven beantwoorden aan de veranderende behoeften.",B_TIN_D_00313,Kan gevorderde concepten van netwerkbeheer toelichten: QoS.,T,Toepassen,Computer Networks IV   (TIAO)
B_TI_202,"De student kan complexe IT-oplossingen efficiënt en autonoom installeren, configureren, beveiligen, onderhouden en aanpassen zodat ze blijven beantwoorden aan de veranderende behoeften.",B_TIN_D_00314,Kan gevorderde routering toepassen voor middelgrote tot grote bedrijven zowel voor IPv4 als voor IPv6.,IN,Integreren,Computer Networks IV   (TI)
B_TI_202,"De student kan complexe IT-oplossingen efficiënt en autonoom installeren, configureren, beveiligen, onderhouden en aanpassen zodat ze blijven beantwoorden aan de veranderende behoeften.",B_TIN_D_00314,Kan gevorderde routering toepassen voor middelgrote tot grote bedrijven zowel voor IPv4 als voor IPv6.,IN,Integreren,Computer Networks IV   (TIAO)
B_TI_202,"De student kan complexe IT-oplossingen efficiënt en autonoom installeren, configureren, beveiligen, onderhouden en aanpassen zodat ze blijven beantwoorden aan de veranderende behoeften.",B_TIN_D_00332,Kan het gebruik van routers en switches toelichten.,IN,Integreren,2TI - keuze Computer Networks II (Ned/Eng)   (TI)
B_TI_202,"De student kan complexe IT-oplossingen efficiënt en autonoom installeren, configureren, beveiligen, onderhouden en aanpassen zodat ze blijven beantwoorden aan de veranderende behoeften.",B_TIN_D_00332,Kan het gebruik van routers en switches toelichten.,IN,Integreren,Computer Networks II   (TI)
B_TI_202,"De student kan complexe IT-oplossingen efficiënt en autonoom installeren, configureren, beveiligen, onderhouden en aanpassen zodat ze blijven beantwoorden aan de veranderende behoeften.",B_TIN_D_00332,Kan het gebruik van routers en switches toelichten.,IN,Integreren,Computer Networks II   (TIAO)
B_TI_202,"De student kan complexe IT-oplossingen efficiënt en autonoom installeren, configureren, beveiligen, onderhouden en aanpassen zodat ze blijven beantwoorden aan de veranderende behoeften.",B_TIN_D_00332,Kan het gebruik van routers en switches toelichten.,IN,Integreren,Computer Networks II (English taught)   (TI)
B_TI_202,"De student kan complexe IT-oplossingen efficiënt en autonoom installeren, configureren, beveiligen, onderhouden en aanpassen zodat ze blijven beantwoorden aan de veranderende behoeften.",B_TIN_D_00332,Kan het gebruik van routers en switches toelichten.,IN,Integreren,Computer Networks III   (TI)
B_TI_202,"De student kan complexe IT-oplossingen efficiënt en autonoom installeren, configureren, beveiligen, onderhouden en aanpassen zodat ze blijven beantwoorden aan de veranderende behoeften.",B_TIN_D_00332,Kan het gebruik van routers en switches toelichten.,IN,Integreren,Computer Networks III   (TIAO)
B_TI_202,"De student kan complexe IT-oplossingen efficiënt en autonoom installeren, configureren, beveiligen, onderhouden en aanpassen zodat ze blijven beantwoorden aan de veranderende behoeften.",B_TIN_D_00334,"Kan het opzetten automatiseren van een development- en test-omgeving voor een applicatie-backend (database + webservice), geconfigureerd zoals de productie-omgeving, en deze onderhouden.",IN,Integreren,DevOps Project: Operations   (TI)
B_TI_202,"De student kan complexe IT-oplossingen efficiënt en autonoom installeren, configureren, beveiligen, onderhouden en aanpassen zodat ze blijven beantwoorden aan de veranderende behoeften.",B_TIN_D_00334,"Kan het opzetten automatiseren van een development- en test-omgeving voor een applicatie-backend (database + webservice), geconfigureerd zoals de productie-omgeving, en deze onderhouden.",IN,Integreren,DevOps Project: Operations   (TIAO)
B_TI_202,"De student kan complexe IT-oplossingen efficiënt en autonoom installeren, configureren, beveiligen, onderhouden en aanpassen zodat ze blijven beantwoorden aan de veranderende behoeften.",B_TIN_D_00334,"Kan het opzetten automatiseren van een development- en test-omgeving voor een applicatie-backend (database + webservice), geconfigureerd zoals de productie-omgeving, en deze onderhouden.",IN,Integreren,DevOps project: Operations OP   (TILE)
B_TI_202,"De student kan complexe IT-oplossingen efficiënt en autonoom installeren, configureren, beveiligen, onderhouden en aanpassen zodat ze blijven beantwoorden aan de veranderende behoeften.",B_TIN_D_00335,Kan het opzetten automatiseren van een productie-omgeving voor een applicatie-backend (database + webservice) op basis van schaalbare cloudinfrastructuur.,IN,Integreren,DevOps Project: Operations   (TI)
B_TI_202,"De student kan complexe IT-oplossingen efficiënt en autonoom installeren, configureren, beveiligen, onderhouden en aanpassen zodat ze blijven beantwoorden aan de veranderende behoeften.",B_TIN_D_00335,Kan het opzetten automatiseren van een productie-omgeving voor een applicatie-backend (database + webservice) op basis van schaalbare cloudinfrastructuur.,IN,Integreren,DevOps Project: Operations   (TIAO)
B_TI_202,"De student kan complexe IT-oplossingen efficiënt en autonoom installeren, configureren, beveiligen, onderhouden en aanpassen zodat ze blijven beantwoorden aan de veranderende behoeften.",B_TIN_D_00335,Kan het opzetten automatiseren van een productie-omgeving voor een applicatie-backend (database + webservice) op basis van schaalbare cloudinfrastructuur.,IN,Integreren,DevOps project: Operations OP   (TILE)
B_TI_202,"De student kan complexe IT-oplossingen efficiënt en autonoom installeren, configureren, beveiligen, onderhouden en aanpassen zodat ze blijven beantwoorden aan de veranderende behoeften.",B_TIN_D_00336,Kan het opzetten van netwerkservices automatiseren met een configuration management system.,T,Toepassen,Infrastructure Automation   (TI)
B_TI_202,"De student kan complexe IT-oplossingen efficiënt en autonoom installeren, configureren, beveiligen, onderhouden en aanpassen zodat ze blijven beantwoorden aan de veranderende behoeften.",B_TIN_D_00336,Kan het opzetten van netwerkservices automatiseren met een configuration management system.,T,Toepassen,Infrastructure Automation   (TIAO)
B_TI_202,"De student kan complexe IT-oplossingen efficiënt en autonoom installeren, configureren, beveiligen, onderhouden en aanpassen zodat ze blijven beantwoorden aan de veranderende behoeften.",B_TIN_D_00354,Kan meewerken in een trouble shooting team.,IN,Integreren,Work-based Learning Mainframe System Administration   (TI)
B_TI_202,"De student kan complexe IT-oplossingen efficiënt en autonoom installeren, configureren, beveiligen, onderhouden en aanpassen zodat ze blijven beantwoorden aan de veranderende behoeften.",B_TIN_D_00361,Kan mogelijke beveiligingsproblemen in een applicatie toelichten.,WI,Weten inzien,Cybersecurity   (TI)
B_TI_202,"De student kan complexe IT-oplossingen efficiënt en autonoom installeren, configureren, beveiligen, onderhouden en aanpassen zodat ze blijven beantwoorden aan de veranderende behoeften.",B_TIN_D_00361,Kan mogelijke beveiligingsproblemen in een applicatie toelichten.,WI,Weten inzien,Cybersecurity   (TIAO)
B_TI_202,"De student kan complexe IT-oplossingen efficiënt en autonoom installeren, configureren, beveiligen, onderhouden en aanpassen zodat ze blijven beantwoorden aan de veranderende behoeften.",B_TIN_D_00361,Kan mogelijke beveiligingsproblemen in een applicatie toelichten.,WI,Weten inzien,Cybersecurity   (VC)
B_TI_202,"De student kan complexe IT-oplossingen efficiënt en autonoom installeren, configureren, beveiligen, onderhouden en aanpassen zodat ze blijven beantwoorden aan de veranderende behoeften.",B_TIN_D_00364,Kan netwerkconnectiviteitsproblemen oplossen.,T,Toepassen,2TI - keuze Computer Networks II (Ned/Eng)   (TI)
B_TI_202,"De student kan complexe IT-oplossingen efficiënt en autonoom installeren, configureren, beveiligen, onderhouden en aanpassen zodat ze blijven beantwoorden aan de veranderende behoeften.",B_TIN_D_00364,Kan netwerkconnectiviteitsproblemen oplossen.,T,Toepassen,Computer Networks II   (TI)
B_TI_202,"De student kan complexe IT-oplossingen efficiënt en autonoom installeren, configureren, beveiligen, onderhouden en aanpassen zodat ze blijven beantwoorden aan de veranderende behoeften.",B_TIN_D_00364,Kan netwerkconnectiviteitsproblemen oplossen.,T,Toepassen,Computer Networks II   (TIAO)
B_TI_202,"De student kan complexe IT-oplossingen efficiënt en autonoom installeren, configureren, beveiligen, onderhouden en aanpassen zodat ze blijven beantwoorden aan de veranderende behoeften.",B_TIN_D_00364,Kan netwerkconnectiviteitsproblemen oplossen.,T,Toepassen,Computer Networks II (English taught)   (TI)
B_TI_202,"De student kan complexe IT-oplossingen efficiënt en autonoom installeren, configureren, beveiligen, onderhouden en aanpassen zodat ze blijven beantwoorden aan de veranderende behoeften.",B_TIN_D_00364,Kan netwerkconnectiviteitsproblemen oplossen.,T,Toepassen,Computer Networks III   (TI)
B_TI_202,"De student kan complexe IT-oplossingen efficiënt en autonoom installeren, configureren, beveiligen, onderhouden en aanpassen zodat ze blijven beantwoorden aan de veranderende behoeften.",B_TIN_D_00364,Kan netwerkconnectiviteitsproblemen oplossen.,T,Toepassen,Computer Networks III   (TIAO)
B_TI_202,"De student kan complexe IT-oplossingen efficiënt en autonoom installeren, configureren, beveiligen, onderhouden en aanpassen zodat ze blijven beantwoorden aan de veranderende behoeften.",B_TIN_D_00365,Kan netwerktoegangscontrole implementeren a.d.h.v. Access Control Lists.,T,Toepassen,Computer Networks IV   (TI)
B_TI_202,"De student kan complexe IT-oplossingen efficiënt en autonoom installeren, configureren, beveiligen, onderhouden en aanpassen zodat ze blijven beantwoorden aan de veranderende behoeften.",B_TIN_D_00365,Kan netwerktoegangscontrole implementeren a.d.h.v. Access Control Lists.,T,Toepassen,Computer Networks IV   (TIAO)
B_TI_202,"De student kan complexe IT-oplossingen efficiënt en autonoom installeren, configureren, beveiligen, onderhouden en aanpassen zodat ze blijven beantwoorden aan de veranderende behoeften.",B_TIN_D_00366,Kan Network Address Translation (of kortweg NAT) in een IPv4 netwerk implementeren.,T,Toepassen,Computer Networks IV   (TI)
B_TI_202,"De student kan complexe IT-oplossingen efficiënt en autonoom installeren, configureren, beveiligen, onderhouden en aanpassen zodat ze blijven beantwoorden aan de veranderende behoeften.",B_TIN_D_00366,Kan Network Address Translation (of kortweg NAT) in een IPv4 netwerk implementeren.,T,Toepassen,Computer Networks IV   (TIAO)
B_TI_202,"De student kan complexe IT-oplossingen efficiënt en autonoom installeren, configureren, beveiligen, onderhouden en aanpassen zodat ze blijven beantwoorden aan de veranderende behoeften.",B_TIN_D_00378,Kan op Windows Server een relationele databaseserver (SqlServer) installeren en beschikbaar maken voor een applicatie.,T,Toepassen,Windows Server I   (TI)
