LRcode,leerresultaten,LDcode,leerdoelen,niveau,niveau_omschrijving,OLOD
B_TI_201,"De student kan kwaliteitsvolle IT-oplossingen efficiënt en autonoom ontwerpen, ontwikkelen, documenteren en testen, rekening houdend met nieuwe ontwikkelingen en toepassingsdomeinen.",B_TIN_D_00018,Heeft inzicht in de werking van een client-side framework.,WI,Weten inzien,Front-end Web Development   (TI)
B_TI_201,"De student kan kwaliteitsvolle IT-oplossingen efficiënt en autonoom ontwerpen, ontwikkelen, documenteren en testen, rekening houdend met nieuwe ontwikkelingen en toepassingsdomeinen.",B_TIN_D_00018,Heeft inzicht in de werking van een client-side framework.,WI,Weten inzien,Front-end Web Development   (TIAO)
B_TI_201,"De student kan kwaliteitsvolle IT-oplossingen efficiënt en autonoom ontwerpen, ontwikkelen, documenteren en testen, rekening houdend met nieuwe ontwikkelingen en toepassingsdomeinen.",B_TIN_D_00018,Heeft inzicht in de werking van een client-side framework.,WI,Weten inzien,Front-end Web Development   (VC)
B_TI_201,"De student kan kwaliteitsvolle IT-oplossingen efficiënt en autonoom ontwerpen, ontwikkelen, documenteren en testen, rekening houdend met nieuwe ontwikkelingen en toepassingsdomeinen.",B_TIN_D_00019,Heeft inzicht in de werking van een enterprise Java server-side framework.,WI,Weten inzien,Enterprise Web Development: Java   (TI)
B_TI_201,"De student kan kwaliteitsvolle IT-oplossingen efficiënt en autonoom ontwerpen, ontwikkelen, documenteren en testen, rekening houdend met nieuwe ontwikkelingen en toepassingsdomeinen.",B_TIN_D_00019,Heeft inzicht in de werking van een enterprise Java server-side framework.,WI,Weten inzien,Enterprise Web Development: Java   (TIAO)
B_TI_201,"De student kan kwaliteitsvolle IT-oplossingen efficiënt en autonoom ontwerpen, ontwikkelen, documenteren en testen, rekening houdend met nieuwe ontwikkelingen en toepassingsdomeinen.",B_TIN_D_00019,Heeft inzicht in de werking van een enterprise Java server-side framework.,WI,Weten inzien,Enterprise Web Development: Java   (VC)
B_TI_201,"De student kan kwaliteitsvolle IT-oplossingen efficiënt en autonoom ontwerpen, ontwikkelen, documenteren en testen, rekening houdend met nieuwe ontwikkelingen en toepassingsdomeinen.",B_TIN_D_00019,Heeft inzicht in de werking van een enterprise Java server-side framework.,WI,Weten inzien,Enterprise Web Development: Java (English taught)   (TI)
B_TI_201,"De student kan kwaliteitsvolle IT-oplossingen efficiënt en autonoom ontwerpen, ontwikkelen, documenteren en testen, rekening houdend met nieuwe ontwikkelingen en toepassingsdomeinen.",B_TIN_D_00034,Kan autonoom een complexe en reële native mobiele applicatie ontwikkelen.,01,Algemeen,Real-life Integrated Software Engineering (IC)
B_TI_201,"De student kan kwaliteitsvolle IT-oplossingen efficiënt en autonoom ontwerpen, ontwikkelen, documenteren en testen, rekening houdend met nieuwe ontwikkelingen en toepassingsdomeinen.",B_TIN_D_00034,Kan autonoom een complexe en reële native mobiele applicatie ontwikkelen.,IN,Integreren,DevOps Project: Development   (TI)
B_TI_201,"De student kan kwaliteitsvolle IT-oplossingen efficiënt en autonoom ontwerpen, ontwikkelen, documenteren en testen, rekening houdend met nieuwe ontwikkelingen en toepassingsdomeinen.",B_TIN_D_00034,Kan autonoom een complexe en reële native mobiele applicatie ontwikkelen.,IN,Integreren,DevOps Project: Development   (TIAO)
B_TI_201,"De student kan kwaliteitsvolle IT-oplossingen efficiënt en autonoom ontwerpen, ontwikkelen, documenteren en testen, rekening houdend met nieuwe ontwikkelingen en toepassingsdomeinen.",B_TIN_D_00034,Kan autonoom een complexe en reële native mobiele applicatie ontwikkelen.,IN,Integreren,DevOps Project: Development   (VC)
B_TI_201,"De student kan kwaliteitsvolle IT-oplossingen efficiënt en autonoom ontwerpen, ontwikkelen, documenteren en testen, rekening houdend met nieuwe ontwikkelingen en toepassingsdomeinen.",B_TIN_D_00034,Kan autonoom een complexe en reële native mobiele applicatie ontwikkelen.,IN,Integreren,DevOps project: Development OP   (TIAO)
B_TI_201,"De student kan kwaliteitsvolle IT-oplossingen efficiënt en autonoom ontwerpen, ontwikkelen, documenteren en testen, rekening houdend met nieuwe ontwikkelingen en toepassingsdomeinen.",B_TIN_D_00034,Kan autonoom een complexe en reële native mobiele applicatie ontwikkelen.,IN,Integreren,Real-life Integrated Software Engineering  (TI)
B_TI_201,"De student kan kwaliteitsvolle IT-oplossingen efficiënt en autonoom ontwerpen, ontwikkelen, documenteren en testen, rekening houdend met nieuwe ontwikkelingen en toepassingsdomeinen.",B_TIN_D_00034,Kan autonoom een complexe en reële native mobiele applicatie ontwikkelen.,IN,Integreren,Real-life Integrated Software Engineering  (TIAO)
B_TI_201,"De student kan kwaliteitsvolle IT-oplossingen efficiënt en autonoom ontwerpen, ontwikkelen, documenteren en testen, rekening houdend met nieuwe ontwikkelingen en toepassingsdomeinen.",B_TIN_D_00034,Kan autonoom een complexe en reële native mobiele applicatie ontwikkelen.,IN,Integreren,Real-life Integrated Software Engineering  (VC)
B_TI_201,"De student kan kwaliteitsvolle IT-oplossingen efficiënt en autonoom ontwerpen, ontwikkelen, documenteren en testen, rekening houdend met nieuwe ontwikkelingen en toepassingsdomeinen.",B_TIN_D_00034,Kan autonoom een complexe en reële native mobiele applicatie ontwikkelen.,IN,Integreren,Real-life Integrated Software Engineering (English taught) (TI)
B_TI_201,"De student kan kwaliteitsvolle IT-oplossingen efficiënt en autonoom ontwerpen, ontwikkelen, documenteren en testen, rekening houdend met nieuwe ontwikkelingen en toepassingsdomeinen.",B_TIN_D_00034,Kan autonoom een complexe en reële native mobiele applicatie ontwikkelen.,IN,Integreren,Real-life Integrated Software Engineering (VT)
B_TI_201,"De student kan kwaliteitsvolle IT-oplossingen efficiënt en autonoom ontwerpen, ontwikkelen, documenteren en testen, rekening houdend met nieuwe ontwikkelingen en toepassingsdomeinen.",B_TIN_D_00034,Kan autonoom een complexe en reële native mobiele applicatie ontwikkelen.,IN,Integreren,Real-life Integrated Software Engineering (VTAO)
B_TI_201,"De student kan kwaliteitsvolle IT-oplossingen efficiënt en autonoom ontwerpen, ontwikkelen, documenteren en testen, rekening houdend met nieuwe ontwikkelingen en toepassingsdomeinen.",B_TIN_D_00034,Kan autonoom een complexe en reële native mobiele applicatie ontwikkelen.,IN,Integreren,Real-life Integrated Software Engineering (VTVC)
B_TI_201,"De student kan kwaliteitsvolle IT-oplossingen efficiënt en autonoom ontwerpen, ontwikkelen, documenteren en testen, rekening houdend met nieuwe ontwikkelingen en toepassingsdomeinen.",B_TIN_D_00038,Kan autonoom geautomatiseerd testen hanteren om tot een robuuste applicatie te komen.,IN,Integreren,Software Development Project II   (TI)
B_TI_201,"De student kan kwaliteitsvolle IT-oplossingen efficiënt en autonoom ontwerpen, ontwikkelen, documenteren en testen, rekening houdend met nieuwe ontwikkelingen en toepassingsdomeinen.",B_TIN_D_00038,Kan autonoom geautomatiseerd testen hanteren om tot een robuuste applicatie te komen.,IN,Integreren,Software Development Project II   (TIAO)
B_TI_201,"De student kan kwaliteitsvolle IT-oplossingen efficiënt en autonoom ontwerpen, ontwikkelen, documenteren en testen, rekening houdend met nieuwe ontwikkelingen en toepassingsdomeinen.",B_TIN_D_00038,Kan autonoom geautomatiseerd testen hanteren om tot een robuuste applicatie te komen.,IN,Integreren,Software Development Project II   (VC)
B_TI_201,"De student kan kwaliteitsvolle IT-oplossingen efficiënt en autonoom ontwerpen, ontwikkelen, documenteren en testen, rekening houdend met nieuwe ontwikkelingen en toepassingsdomeinen.",B_TIN_D_00038,Kan autonoom geautomatiseerd testen hanteren om tot een robuuste applicatie te komen.,IN,Integreren,Software Development Project II (English taught)   (TI)
B_TI_201,"De student kan kwaliteitsvolle IT-oplossingen efficiënt en autonoom ontwerpen, ontwikkelen, documenteren en testen, rekening houdend met nieuwe ontwikkelingen en toepassingsdomeinen.",B_TIN_D_00043,"Kan bedrijfsvraagstukken structureren en implementeren in één of meerdere batchprogramma's en daarbij records lezen, toevoegen en/of muteren,.",IN,Integreren,Work-based Learning Mainframe Software Development    (TI)
B_TI_201,"De student kan kwaliteitsvolle IT-oplossingen efficiënt en autonoom ontwerpen, ontwikkelen, documenteren en testen, rekening houdend met nieuwe ontwikkelingen en toepassingsdomeinen.",B_TIN_D_00050,"Kan beveiligingsproblemen in een applicatie herkennen, analyseren en oplossen.",T,Toepassen,Web Services   (TI)
B_TI_201,"De student kan kwaliteitsvolle IT-oplossingen efficiënt en autonoom ontwerpen, ontwikkelen, documenteren en testen, rekening houdend met nieuwe ontwikkelingen en toepassingsdomeinen.",B_TIN_D_00050,"Kan beveiligingsproblemen in een applicatie herkennen, analyseren en oplossen.",T,Toepassen,Web Services   (TIAO)
B_TI_201,"De student kan kwaliteitsvolle IT-oplossingen efficiënt en autonoom ontwerpen, ontwikkelen, documenteren en testen, rekening houdend met nieuwe ontwikkelingen en toepassingsdomeinen.",B_TIN_D_00050,"Kan beveiligingsproblemen in een applicatie herkennen, analyseren en oplossen.",T,Toepassen,Web Services   (VC)
B_TI_201,"De student kan kwaliteitsvolle IT-oplossingen efficiënt en autonoom ontwerpen, ontwikkelen, documenteren en testen, rekening houdend met nieuwe ontwikkelingen en toepassingsdomeinen.",B_TIN_D_00051,"Kan beveiligingsproblemen in een complexe en reële applicatie detecteren, analyseren en oplossen.",IN,Integreren,DevOps Project: Development   (TI)
B_TI_201,"De student kan kwaliteitsvolle IT-oplossingen efficiënt en autonoom ontwerpen, ontwikkelen, documenteren en testen, rekening houdend met nieuwe ontwikkelingen en toepassingsdomeinen.",B_TIN_D_00051,"Kan beveiligingsproblemen in een complexe en reële applicatie detecteren, analyseren en oplossen.",IN,Integreren,DevOps Project: Development   (TIAO)
B_TI_201,"De student kan kwaliteitsvolle IT-oplossingen efficiënt en autonoom ontwerpen, ontwikkelen, documenteren en testen, rekening houdend met nieuwe ontwikkelingen en toepassingsdomeinen.",B_TIN_D_00051,"Kan beveiligingsproblemen in een complexe en reële applicatie detecteren, analyseren en oplossen.",IN,Integreren,DevOps Project: Development   (VC)
B_TI_201,"De student kan kwaliteitsvolle IT-oplossingen efficiënt en autonoom ontwerpen, ontwikkelen, documenteren en testen, rekening houdend met nieuwe ontwikkelingen en toepassingsdomeinen.",B_TIN_D_00051,"Kan beveiligingsproblemen in een complexe en reële applicatie detecteren, analyseren en oplossen.",IN,Integreren,DevOps project: Development OP   (TIAO)
B_TI_201,"De student kan kwaliteitsvolle IT-oplossingen efficiënt en autonoom ontwerpen, ontwikkelen, documenteren en testen, rekening houdend met nieuwe ontwikkelingen en toepassingsdomeinen.",B_TIN_D_00052,"Kan beveiligingsproblemen in een complexe en reële applicatie herkennen, analyseren en oplossen.",IN,Integreren,Software Development Project II   (TI)
B_TI_201,"De student kan kwaliteitsvolle IT-oplossingen efficiënt en autonoom ontwerpen, ontwikkelen, documenteren en testen, rekening houdend met nieuwe ontwikkelingen en toepassingsdomeinen.",B_TIN_D_00052,"Kan beveiligingsproblemen in een complexe en reële applicatie herkennen, analyseren en oplossen.",IN,Integreren,Software Development Project II   (TIAO)
B_TI_201,"De student kan kwaliteitsvolle IT-oplossingen efficiënt en autonoom ontwerpen, ontwikkelen, documenteren en testen, rekening houdend met nieuwe ontwikkelingen en toepassingsdomeinen.",B_TIN_D_00052,"Kan beveiligingsproblemen in een complexe en reële applicatie herkennen, analyseren en oplossen.",IN,Integreren,Software Development Project II   (VC)
B_TI_201,"De student kan kwaliteitsvolle IT-oplossingen efficiënt en autonoom ontwerpen, ontwikkelen, documenteren en testen, rekening houdend met nieuwe ontwikkelingen en toepassingsdomeinen.",B_TIN_D_00052,"Kan beveiligingsproblemen in een complexe en reële applicatie herkennen, analyseren en oplossen.",IN,Integreren,Software Development Project II (English taught)   (TI)
B_TI_201,"De student kan kwaliteitsvolle IT-oplossingen efficiënt en autonoom ontwerpen, ontwikkelen, documenteren en testen, rekening houdend met nieuwe ontwikkelingen en toepassingsdomeinen.",B_TIN_D_00059,Kan code documenteren.,01,Algemeen,Real-life Integrated Software Engineering (IC)
B_TI_201,"De student kan kwaliteitsvolle IT-oplossingen efficiënt en autonoom ontwerpen, ontwikkelen, documenteren en testen, rekening houdend met nieuwe ontwikkelingen en toepassingsdomeinen.",B_TIN_D_00059,Kan code documenteren.,IN,Integreren,DevOps Project: Development   (TI)
B_TI_201,"De student kan kwaliteitsvolle IT-oplossingen efficiënt en autonoom ontwerpen, ontwikkelen, documenteren en testen, rekening houdend met nieuwe ontwikkelingen en toepassingsdomeinen.",B_TIN_D_00059,Kan code documenteren.,IN,Integreren,DevOps Project: Development   (TIAO)
B_TI_201,"De student kan kwaliteitsvolle IT-oplossingen efficiënt en autonoom ontwerpen, ontwikkelen, documenteren en testen, rekening houdend met nieuwe ontwikkelingen en toepassingsdomeinen.",B_TIN_D_00059,Kan code documenteren.,IN,Integreren,DevOps Project: Development   (VC)
B_TI_201,"De student kan kwaliteitsvolle IT-oplossingen efficiënt en autonoom ontwerpen, ontwikkelen, documenteren en testen, rekening houdend met nieuwe ontwikkelingen en toepassingsdomeinen.",B_TIN_D_00059,Kan code documenteren.,IN,Integreren,DevOps project: Development OP   (TIAO)
B_TI_201,"De student kan kwaliteitsvolle IT-oplossingen efficiënt en autonoom ontwerpen, ontwikkelen, documenteren en testen, rekening houdend met nieuwe ontwikkelingen en toepassingsdomeinen.",B_TIN_D_00059,Kan code documenteren.,IN,Integreren,Real-life Integrated Software Engineering  (TI)
B_TI_201,"De student kan kwaliteitsvolle IT-oplossingen efficiënt en autonoom ontwerpen, ontwikkelen, documenteren en testen, rekening houdend met nieuwe ontwikkelingen en toepassingsdomeinen.",B_TIN_D_00059,Kan code documenteren.,IN,Integreren,Real-life Integrated Software Engineering  (TIAO)
B_TI_201,"De student kan kwaliteitsvolle IT-oplossingen efficiënt en autonoom ontwerpen, ontwikkelen, documenteren en testen, rekening houdend met nieuwe ontwikkelingen en toepassingsdomeinen.",B_TIN_D_00059,Kan code documenteren.,IN,Integreren,Real-life Integrated Software Engineering  (VC)
B_TI_201,"De student kan kwaliteitsvolle IT-oplossingen efficiënt en autonoom ontwerpen, ontwikkelen, documenteren en testen, rekening houdend met nieuwe ontwikkelingen en toepassingsdomeinen.",B_TIN_D_00059,Kan code documenteren.,IN,Integreren,Real-life Integrated Software Engineering (English taught) (TI)
B_TI_201,"De student kan kwaliteitsvolle IT-oplossingen efficiënt en autonoom ontwerpen, ontwikkelen, documenteren en testen, rekening houdend met nieuwe ontwikkelingen en toepassingsdomeinen.",B_TIN_D_00059,Kan code documenteren.,IN,Integreren,Real-life Integrated Software Engineering (VT)
B_TI_201,"De student kan kwaliteitsvolle IT-oplossingen efficiënt en autonoom ontwerpen, ontwikkelen, documenteren en testen, rekening houdend met nieuwe ontwikkelingen en toepassingsdomeinen.",B_TIN_D_00059,Kan code documenteren.,IN,Integreren,Real-life Integrated Software Engineering (VTAO)
B_TI_201,"De student kan kwaliteitsvolle IT-oplossingen efficiënt en autonoom ontwerpen, ontwikkelen, documenteren en testen, rekening houdend met nieuwe ontwikkelingen en toepassingsdomeinen.",B_TIN_D_00059,Kan code documenteren.,IN,Integreren,Real-life Integrated Software Engineering (VTVC)
B_TI_201,"De student kan kwaliteitsvolle IT-oplossingen efficiënt en autonoom ontwerpen, ontwikkelen, documenteren en testen, rekening houdend met nieuwe ontwikkelingen en toepassingsdomeinen.",B_TIN_D_00078,Kan de belangrijkste HTML 5 APIS gebruiken.,T,Toepassen,Web Development II   (TI)
B_TI_201,"De student kan kwaliteitsvolle IT-oplossingen efficiënt en autonoom ontwerpen, ontwikkelen, documenteren en testen, rekening houdend met nieuwe ontwikkelingen en toepassingsdomeinen.",B_TIN_D_00078,Kan de belangrijkste HTML 5 APIS gebruiken.,T,Toepassen,Web Development II   (TIAO)
B_TI_201,"De student kan kwaliteitsvolle IT-oplossingen efficiënt en autonoom ontwerpen, ontwikkelen, documenteren en testen, rekening houdend met nieuwe ontwikkelingen en toepassingsdomeinen.",B_TIN_D_00078,Kan de belangrijkste HTML 5 APIS gebruiken.,T,Toepassen,Web Development II   (VC)
B_TI_201,"De student kan kwaliteitsvolle IT-oplossingen efficiënt en autonoom ontwerpen, ontwikkelen, documenteren en testen, rekening houdend met nieuwe ontwikkelingen en toepassingsdomeinen.",B_TIN_D_00098,Kan de interactie tussen componenten geautomatiseerd testen.,T,Toepassen,Mobile Application Development: Android   (TI)
B_TI_201,"De student kan kwaliteitsvolle IT-oplossingen efficiënt en autonoom ontwerpen, ontwikkelen, documenteren en testen, rekening houdend met nieuwe ontwikkelingen en toepassingsdomeinen.",B_TIN_D_00098,Kan de interactie tussen componenten geautomatiseerd testen.,T,Toepassen,Mobile Application Development: Android   (TIAO)
B_TI_201,"De student kan kwaliteitsvolle IT-oplossingen efficiënt en autonoom ontwerpen, ontwikkelen, documenteren en testen, rekening houdend met nieuwe ontwikkelingen en toepassingsdomeinen.",B_TIN_D_00098,Kan de interactie tussen componenten geautomatiseerd testen.,T,Toepassen,Mobile Application Development: Android   (VC)
B_TI_201,"De student kan kwaliteitsvolle IT-oplossingen efficiënt en autonoom ontwerpen, ontwikkelen, documenteren en testen, rekening houdend met nieuwe ontwikkelingen en toepassingsdomeinen.",B_TIN_D_00098,Kan de interactie tussen componenten geautomatiseerd testen.,T,Toepassen,Mobile Application Development: Android (English taught)   (TI)
B_TI_201,"De student kan kwaliteitsvolle IT-oplossingen efficiënt en autonoom ontwerpen, ontwikkelen, documenteren en testen, rekening houdend met nieuwe ontwikkelingen en toepassingsdomeinen.",B_TIN_D_00099,Kan de juiste controlestructuur kiezen en correct implementeren in Java.,T,Toepassen,Object-oriented Software Development I   (TI)
B_TI_201,"De student kan kwaliteitsvolle IT-oplossingen efficiënt en autonoom ontwerpen, ontwikkelen, documenteren en testen, rekening houdend met nieuwe ontwikkelingen en toepassingsdomeinen.",B_TIN_D_00099,Kan de juiste controlestructuur kiezen en correct implementeren in Java.,T,Toepassen,Object-oriented Software Development I   (TIAO)
B_TI_201,"De student kan kwaliteitsvolle IT-oplossingen efficiënt en autonoom ontwerpen, ontwikkelen, documenteren en testen, rekening houdend met nieuwe ontwikkelingen en toepassingsdomeinen.",B_TIN_D_00099,Kan de juiste controlestructuur kiezen en correct implementeren in Java.,T,Toepassen,Object-oriented Software Development I   (VC)
B_TI_201,"De student kan kwaliteitsvolle IT-oplossingen efficiënt en autonoom ontwerpen, ontwikkelen, documenteren en testen, rekening houdend met nieuwe ontwikkelingen en toepassingsdomeinen.",B_TIN_D_00103,Kan de meest courante technieken en patronen binnen het iOS platform toepassen.,IN,Integreren,Mobile Application Development: iOS   (TI)
B_TI_201,"De student kan kwaliteitsvolle IT-oplossingen efficiënt en autonoom ontwerpen, ontwikkelen, documenteren en testen, rekening houdend met nieuwe ontwikkelingen en toepassingsdomeinen.",B_TIN_D_00103,Kan de meest courante technieken en patronen binnen het iOS platform toepassen.,IN,Integreren,Mobile Application Development: iOS   (TIAO)
B_TI_201,"De student kan kwaliteitsvolle IT-oplossingen efficiënt en autonoom ontwerpen, ontwikkelen, documenteren en testen, rekening houdend met nieuwe ontwikkelingen en toepassingsdomeinen.",B_TIN_D_00103,Kan de meest courante technieken en patronen binnen het iOS platform toepassen.,IN,Integreren,Mobile Application Development: iOS   (VC)
B_TI_201,"De student kan kwaliteitsvolle IT-oplossingen efficiënt en autonoom ontwerpen, ontwikkelen, documenteren en testen, rekening houdend met nieuwe ontwikkelingen en toepassingsdomeinen.",B_TIN_D_00119,"Kan de pijlers van object oriëntatie toepassen: abstractie, inkapseling, overerving, polymorfisme.",T,Toepassen,Object-oriented Software Development I   (TI)
B_TI_201,"De student kan kwaliteitsvolle IT-oplossingen efficiënt en autonoom ontwerpen, ontwikkelen, documenteren en testen, rekening houdend met nieuwe ontwikkelingen en toepassingsdomeinen.",B_TIN_D_00119,"Kan de pijlers van object oriëntatie toepassen: abstractie, inkapseling, overerving, polymorfisme.",T,Toepassen,Object-oriented Software Development I   (TIAO)
B_TI_201,"De student kan kwaliteitsvolle IT-oplossingen efficiënt en autonoom ontwerpen, ontwikkelen, documenteren en testen, rekening houdend met nieuwe ontwikkelingen en toepassingsdomeinen.",B_TIN_D_00119,"Kan de pijlers van object oriëntatie toepassen: abstractie, inkapseling, overerving, polymorfisme.",T,Toepassen,Object-oriented Software Development I   (VC)
B_TI_201,"De student kan kwaliteitsvolle IT-oplossingen efficiënt en autonoom ontwerpen, ontwikkelen, documenteren en testen, rekening houdend met nieuwe ontwikkelingen en toepassingsdomeinen.",B_TIN_D_00121,Kan de principes van een toegankelijke UI toelichten.,WI,Weten inzien,Mobile Application Development: Android   (TI)
B_TI_201,"De student kan kwaliteitsvolle IT-oplossingen efficiënt en autonoom ontwerpen, ontwikkelen, documenteren en testen, rekening houdend met nieuwe ontwikkelingen en toepassingsdomeinen.",B_TIN_D_00121,Kan de principes van een toegankelijke UI toelichten.,WI,Weten inzien,Mobile Application Development: Android   (TIAO)
B_TI_201,"De student kan kwaliteitsvolle IT-oplossingen efficiënt en autonoom ontwerpen, ontwikkelen, documenteren en testen, rekening houdend met nieuwe ontwikkelingen en toepassingsdomeinen.",B_TIN_D_00121,Kan de principes van een toegankelijke UI toelichten.,WI,Weten inzien,Mobile Application Development: Android   (VC)
B_TI_201,"De student kan kwaliteitsvolle IT-oplossingen efficiënt en autonoom ontwerpen, ontwikkelen, documenteren en testen, rekening houdend met nieuwe ontwikkelingen en toepassingsdomeinen.",B_TIN_D_00121,Kan de principes van een toegankelijke UI toelichten.,WI,Weten inzien,Mobile Application Development: Android (English taught)   (TI)
B_TI_201,"De student kan kwaliteitsvolle IT-oplossingen efficiënt en autonoom ontwerpen, ontwikkelen, documenteren en testen, rekening houdend met nieuwe ontwikkelingen en toepassingsdomeinen.",B_TIN_D_00122,Kan de principes van functioneel programmeren toepassen in javascript code.,T,Toepassen,Web Development II   (TI)
B_TI_201,"De student kan kwaliteitsvolle IT-oplossingen efficiënt en autonoom ontwerpen, ontwikkelen, documenteren en testen, rekening houdend met nieuwe ontwikkelingen en toepassingsdomeinen.",B_TIN_D_00122,Kan de principes van functioneel programmeren toepassen in javascript code.,T,Toepassen,Web Development II   (TIAO)
B_TI_201,"De student kan kwaliteitsvolle IT-oplossingen efficiënt en autonoom ontwerpen, ontwikkelen, documenteren en testen, rekening houdend met nieuwe ontwikkelingen en toepassingsdomeinen.",B_TIN_D_00122,Kan de principes van functioneel programmeren toepassen in javascript code.,T,Toepassen,Web Development II   (VC)
B_TI_201,"De student kan kwaliteitsvolle IT-oplossingen efficiënt en autonoom ontwerpen, ontwikkelen, documenteren en testen, rekening houdend met nieuwe ontwikkelingen en toepassingsdomeinen.",B_TIN_D_00132,Kan de reeds verworven kennis zelfstandig en vlot inplementeren en toepassen in een customized omgeving.,IN,Integreren,Work-based Learning Mainframe Software Development    (TI)
B_TI_201,"De student kan kwaliteitsvolle IT-oplossingen efficiënt en autonoom ontwerpen, ontwikkelen, documenteren en testen, rekening houdend met nieuwe ontwikkelingen en toepassingsdomeinen.",B_TIN_D_00141,Kan de verantwoordelijkheden van elke laag in een drielagenstructuur toelichten.,T,Toepassen,Object-oriented Software Development I   (TI)
B_TI_201,"De student kan kwaliteitsvolle IT-oplossingen efficiënt en autonoom ontwerpen, ontwikkelen, documenteren en testen, rekening houdend met nieuwe ontwikkelingen en toepassingsdomeinen.",B_TIN_D_00141,Kan de verantwoordelijkheden van elke laag in een drielagenstructuur toelichten.,T,Toepassen,Object-oriented Software Development I   (TIAO)
B_TI_201,"De student kan kwaliteitsvolle IT-oplossingen efficiënt en autonoom ontwerpen, ontwikkelen, documenteren en testen, rekening houdend met nieuwe ontwikkelingen en toepassingsdomeinen.",B_TIN_D_00141,Kan de verantwoordelijkheden van elke laag in een drielagenstructuur toelichten.,T,Toepassen,Object-oriented Software Development I   (VC)
B_TI_201,"De student kan kwaliteitsvolle IT-oplossingen efficiënt en autonoom ontwerpen, ontwikkelen, documenteren en testen, rekening houdend met nieuwe ontwikkelingen en toepassingsdomeinen.",B_TIN_D_00142,Kan de verantwoordelijkheden van elke laag in een drielagenstructuur toepassen.,T,Toepassen,Object-oriented Software Development II   (TI)
B_TI_201,"De student kan kwaliteitsvolle IT-oplossingen efficiënt en autonoom ontwerpen, ontwikkelen, documenteren en testen, rekening houdend met nieuwe ontwikkelingen en toepassingsdomeinen.",B_TIN_D_00142,Kan de verantwoordelijkheden van elke laag in een drielagenstructuur toepassen.,T,Toepassen,Object-oriented Software Development II   (TIAO)
B_TI_201,"De student kan kwaliteitsvolle IT-oplossingen efficiënt en autonoom ontwerpen, ontwikkelen, documenteren en testen, rekening houdend met nieuwe ontwikkelingen en toepassingsdomeinen.",B_TIN_D_00142,Kan de verantwoordelijkheden van elke laag in een drielagenstructuur toepassen.,T,Toepassen,Object-oriented Software Development II   (VC)
B_TI_201,"De student kan kwaliteitsvolle IT-oplossingen efficiënt en autonoom ontwerpen, ontwikkelen, documenteren en testen, rekening houdend met nieuwe ontwikkelingen en toepassingsdomeinen.",B_TIN_D_00151,Kan de verschillende interfaces en in het bijzonder ISPF gebruiken.,T,Toepassen,Discover the Mainframe   (TI)
B_TI_201,"De student kan kwaliteitsvolle IT-oplossingen efficiënt en autonoom ontwerpen, ontwikkelen, documenteren en testen, rekening houdend met nieuwe ontwikkelingen en toepassingsdomeinen.",B_TIN_D_00179,Kan een applicatie in zijn geheel geautomatiseerd testen.,T,Toepassen,Software Development Project II   (TI)
B_TI_201,"De student kan kwaliteitsvolle IT-oplossingen efficiënt en autonoom ontwerpen, ontwikkelen, documenteren en testen, rekening houdend met nieuwe ontwikkelingen en toepassingsdomeinen.",B_TIN_D_00179,Kan een applicatie in zijn geheel geautomatiseerd testen.,T,Toepassen,Software Development Project II   (TIAO)
B_TI_201,"De student kan kwaliteitsvolle IT-oplossingen efficiënt en autonoom ontwerpen, ontwikkelen, documenteren en testen, rekening houdend met nieuwe ontwikkelingen en toepassingsdomeinen.",B_TIN_D_00179,Kan een applicatie in zijn geheel geautomatiseerd testen.,T,Toepassen,Software Development Project II   (VC)
B_TI_201,"De student kan kwaliteitsvolle IT-oplossingen efficiënt en autonoom ontwerpen, ontwikkelen, documenteren en testen, rekening houdend met nieuwe ontwikkelingen en toepassingsdomeinen.",B_TIN_D_00179,Kan een applicatie in zijn geheel geautomatiseerd testen.,T,Toepassen,Software Development Project II (English taught)   (TI)
B_TI_201,"De student kan kwaliteitsvolle IT-oplossingen efficiënt en autonoom ontwerpen, ontwikkelen, documenteren en testen, rekening houdend met nieuwe ontwikkelingen en toepassingsdomeinen.",B_TIN_D_00180,Kan een applicatie ontwerpen en uitwerken a.h.v. complexe design patterns.,T,Toepassen,Advanced Software Development II   (TI)
B_TI_201,"De student kan kwaliteitsvolle IT-oplossingen efficiënt en autonoom ontwerpen, ontwikkelen, documenteren en testen, rekening houdend met nieuwe ontwikkelingen en toepassingsdomeinen.",B_TIN_D_00180,Kan een applicatie ontwerpen en uitwerken a.h.v. complexe design patterns.,T,Toepassen,Advanced Software Development II   (TIAO)
B_TI_201,"De student kan kwaliteitsvolle IT-oplossingen efficiënt en autonoom ontwerpen, ontwikkelen, documenteren en testen, rekening houdend met nieuwe ontwikkelingen en toepassingsdomeinen.",B_TIN_D_00180,Kan een applicatie ontwerpen en uitwerken a.h.v. complexe design patterns.,T,Toepassen,Advanced Software Development II   (VC)
B_TI_201,"De student kan kwaliteitsvolle IT-oplossingen efficiënt en autonoom ontwerpen, ontwikkelen, documenteren en testen, rekening houdend met nieuwe ontwikkelingen en toepassingsdomeinen.",B_TIN_D_00180,Kan een applicatie ontwerpen en uitwerken a.h.v. complexe design patterns.,T,Toepassen,Advanced Software Development II (English taught)   (TI)
